R,G,B,y
206,10,14,1
205,22,18,1
9,6,87,0
2,0,1,0
248,248,250,0
214,11,15,1
207,22,19,1
9,6,87,0
2,0,1,0
247,247,249,0
219,10,13,1
210,21,17,1
7,7,81,0
2,0,1,0
247,247,249,0
213,18,16,1
7,8,72,0
2,0,1,0
246,247,249,0
223,8,6,1
218,16,14,1
6,9,62,0
2,0,1,0
246,247,249,0
226,7,5,1
221,15,17,1
6,11,53,0
4,0,1,0
246,247,249,0
229,7,4,1
223,14,17,1
7,11,48,0
4,0,1,0
246,247,249,0
229,6,1,1
223,14,17,1
10,10,44,0
2,0,1,0
246,247,249,0
221,15,17,1
11,10,42,0
2,0,1,0
246,247,249,0
229,8,0,1
220,18,18,1
11,11,39,0
2,0,1,0
243,247,248,0
227,9,0,1
215,17,18,1
12,10,34,0
2,0,1,0
243,247,248,0
226,9,0,1
207,15,14,1
12,10,31,0
1,1,1,0
243,247,248,0
223,9,1,1
196,11,9,1
13,10,29,0
1,1,1,0
243,247,248,0
186,7,3,1
13,10,29,0
1,1,1,0
245,246,248,0
221,9,6,1
182,8,1,1
13,10,29,0
1,1,1,0
245,246,248,0
220,10,9,1
182,9,2,1
13,10,31,0
1,1,1,0
245,246,248,0
218,12,12,1
179,7,0,1
13,9,32,0
1,1,1,0
245,246,248,0
215,13,13,1
187,10,0,1
13,9,34,0
2,0,1,0
245,246,248,0
194,12,1,1
13,9,36,0
2,0,1,0
245,246,248,0
204,10,10,1
204,16,5,1
12,9,36,0
2,0,1,0
246,246,248,0
198,9,7,1
214,17,9,1
13,10,37,0
2,0,1,0
246,246,248,0
193,8,6,1
222,17,12,1
11,11,37,0
1,1,1,0
245,245,247,0
192,9,5,1
228,16,13,1
11,11,35,0
1,1,1,0
245,245,247,0
229,14,12,1
15,13,34,0
1,1,1,0
245,245,247,0
189,10,6,1
231,13,12,1
18,17,35,0
1,1,1,0
245,245,247,0
186,10,12,1
233,15,13,1
21,16,36,0
1,1,1,0
246,244,247,0
183,13,14,1
230,15,12,1
22,17,37,0
1,1,1,0
245,243,246,0
176,16,16,1
230,14,17,1
24,16,37,0
1,1,1,0
245,243,246,0
229,14,21,1
23,15,38,0
1,1,1,0
245,243,246,0
146,11,8,1
229,13,24,1
21,16,38,0
1,1,1,0
243,243,245,0
129,5,3,1
228,14,26,1
24,21,42,0
1,1,1,0
243,243,245,0
115,2,0,1
229,13,26,1
21,19,41,0
1,1,1,0
243,243,245,0
106,1,0,1
230,13,24,1
14,15,36,0
1,1,1,0
243,243,245,0
233,14,20,1
10,12,33,0
1,1,1,0
242,243,245,0
95,0,0,1
235,17,18,1
9,11,32,0
1,1,1,0
242,243,245,0
95,0,0,1
235,15,15,1
9,10,31,0
1,1,1,0
243,244,246,0
104,2,0,1
237,18,16,1
12,10,34,0
1,1,1,0
243,244,246,0
115,3,1,1
234,16,14,1
14,10,35,0
1,1,1,0
242,243,245,0
237,19,18,1
12,8,33,0
1,1,1,0
242,243,245,0
140,6,7,1
232,16,17,1
10,11,32,0
1,1,1,0
241,242,244,0
153,7,8,1
235,19,20,1
10,11,32,0
1,1,1,0
241,242,244,0
173,15,14,1
235,17,16,1
12,10,32,0
1,1,1,0
240,241,243,0
185,17,16,1
236,17,15,1
15,10,33,0
1,1,1,0
240,241,243,0
214,25,21,1
20,12,87,0
1,1,1,0
248,248,250,0
97,21,7,1
213,24,22,1
14,8,80,0
1,1,1,0
248,248,250,0
87,19,6,1
212,23,21,1
10,5,72,0
1,1,1,0
248,248,250,0
84,22,9,1
211,21,21,1
8,5,72,0
2,2,2,0
248,248,250,0
82,24,10,1
210,22,21,1
7,6,74,0
1,1,1,0
248,248,250,0
208,23,21,1
6,4,79,0
1,1,1,0
248,248,250,0
83,31,17,1
207,23,23,1
9,8,88,0
1,1,1,0
248,248,250,0
88,41,25,1
206,22,20,1
9,6,95,0
1,1,1,0
248,248,250,0
93,46,30,1
209,21,19,1
10,6,100,0
2,0,1,0
247,247,249,0
96,47,32,1
213,19,17,1
8,7,100,0
2,0,1,0
247,247,249,0
220,18,18,1
8,8,94,0
2,0,1,0
246,247,249,0
118,62,47,1
221,15,17,1
7,9,84,0
2,0,1,0
246,247,249,0
130,71,55,1
224,14,17,1
6,10,74,0
2,0,1,0
246,247,249,0
141,78,61,1
226,13,17,1
8,11,64,0
2,0,1,0
246,247,249,0
148,81,64,1
226,13,19,1
9,10,54,0
2,0,1,0
244,248,249,0
222,13,16,1
11,11,47,0
2,0,1,0
243,247,248,0
153,82,62,1
220,18,18,1
10,11,42,0
2,0,1,0
243,247,248,0
158,81,63,1
215,17,16,1
11,11,39,0
2,0,1,0
243,247,248,0
158,72,57,1
208,14,12,1
12,10,34,0
1,1,1,0
243,247,248,0
160,71,55,1
198,10,8,1
12,10,31,0
1,1,1,0
243,247,248,0
188,5,1,1
13,10,31,0
1,1,1,0
245,246,248,0
162,70,55,1
184,5,0,1
13,9,32,0
1,1,1,0
245,246,248,0
169,77,62,1
184,7,1,1
14,8,34,0
1,1,1,0
245,246,248,0
170,77,60,1
183,4,0,1
14,8,36,0
1,1,1,0
245,246,248,0
173,77,63,1
191,10,1,1
13,8,40,0
1,1,1,0
245,246,248,0
197,13,3,1
14,8,42,0
1,1,1,0
245,246,248,0
172,71,59,1
207,16,6,1
13,9,42,0
2,0,1,0
246,246,248,0
168,67,57,1
215,18,10,1
14,10,43,0
2,0,1,0
246,246,248,0
161,63,52,1
222,17,12,1
12,11,43,0
1,1,1,0
245,245,247,0
150,56,46,1
225,16,12,1
14,11,42,0
1,1,1,0
245,245,247,0
228,14,14,1
16,12,37,0
1,1,1,0
245,245,247,0
117,30,20,1
230,14,15,1
19,14,37,0
1,1,1,0
245,245,247,0
98,16,4,1
233,15,16,1
23,13,38,0
1,1,1,0
245,245,247,0
81,9,0,1
231,15,18,1
26,16,41,0
1,1,1,0
244,244,246,0
70,12,0,1
231,14,22,1
32,19,45,0
1,1,1,0
244,244,246,0
229,13,24,1
32,19,45,0
1,1,1,0
244,244,246,0
66,14,1,1
229,12,29,1
28,18,43,0
1,1,1,0
243,243,245,0
64,12,1,1
229,12,31,1
28,20,44,0
1,1,1,0
243,243,245,0
62,8,0,1
230,13,32,1
24,19,41,0
1,1,1,0
243,243,245,0
61,7,0,1
231,14,31,1
18,15,36,0
1,1,1,0
243,243,245,0
232,14,30,1
14,12,33,0
1,1,1,0
242,243,245,0
68,8,0,1
234,17,28,1
12,13,33,0
1,1,1,0
242,243,245,0
72,5,0,1
233,16,24,1
13,11,32,0
1,1,1,0
243,244,246,0
77,4,0,1
235,19,24,1
13,11,33,0
1,1,1,0
243,244,246,0
85,5,0,1
231,17,19,1
15,11,34,0
1,1,1,0
242,243,245,0
232,18,20,1
13,9,32,0
1,1,1,0
242,243,245,0
107,8,3,1
229,16,18,1
10,11,32,0
1,1,1,0
241,242,244,0
119,11,8,1
231,17,17,1
9,11,32,0
1,1,1,0
241,242,244,0
130,15,12,1
233,13,13,1
12,10,34,0
1,1,1,0
240,241,243,0
137,18,14,1
234,11,12,1
15,9,35,0
1,1,1,0
240,241,243,0
208,24,22,1
21,13,73,0
1,1,1,0
248,248,250,0
148,20,19,1
207,25,22,1
13,8,64,0
1,1,1,0
248,248,250,0
154,21,22,1
207,23,23,1
9,4,58,0
2,2,2,0
248,248,250,0
160,20,21,1
205,23,22,1
8,5,58,0
2,2,2,0
248,248,250,0
165,16,18,1
203,23,24,1
7,6,63,0
1,1,1,0
248,248,250,0
203,23,24,1
5,5,69,0
1,1,1,0
248,248,250,0
182,16,20,1
202,24,24,1
10,7,84,0
1,1,1,0
248,248,250,0
187,13,15,1
205,23,22,1
10,7,96,0
1,1,1,0
248,248,250,0
198,13,18,1
207,19,18,1
10,8,107,0
2,0,1,0
247,247,249,0
205,12,15,1
213,17,18,1
11,8,111,0
2,0,1,0
247,247,249,0
220,16,19,1
10,10,110,0
2,0,1,0
246,247,249,0
218,10,8,1
223,13,16,1
9,10,103,0
2,0,1,0
246,247,249,0
222,8,6,1
226,11,16,1
7,9,92,0
2,0,1,0
246,247,249,0
227,8,4,1
226,11,16,1
7,10,81,0
2,0,1,0
246,247,249,0
230,7,2,1
226,13,19,1
9,10,67,0
2,0,1,0
244,248,249,0
224,14,17,1
10,11,57,0
2,0,1,0
243,247,248,0
229,6,1,1
220,16,17,1
11,10,52,0
2,0,1,0
243,247,248,0
228,6,1,1
215,16,13,1
10,10,46,0
2,0,1,0
243,247,248,0
228,6,1,1
213,15,14,1
11,10,42,0
1,1,1,0
243,247,248,0
228,6,3,1
206,12,10,1
12,9,38,0
1,1,1,0
243,247,248,0
198,9,7,1
13,8,38,0
1,1,1,0
245,246,248,0
227,7,7,1
196,11,8,1
14,7,38,0
1,1,1,0
245,246,248,0
226,8,9,1
197,12,7,1
14,7,41,0
1,1,1,0
245,246,248,0
224,8,9,1
196,11,6,1
14,6,43,0
1,1,1,0
245,246,248,0
224,10,12,1
200,11,5,1
14,6,45,0
1,1,1,0
245,246,248,0
206,13,6,1
15,7,48,0
1,1,1,0
245,246,248,0
218,10,10,1
213,16,10,1
15,8,49,0
2,0,1,0
246,246,248,0
215,9,9,1
219,18,11,1
15,9,47,0
2,0,1,0
246,246,248,0
212,10,8,1
224,16,12,1
15,11,48,0
1,1,1,0
245,245,247,0
210,11,8,1
226,16,15,1
16,10,44,0
1,1,1,0
245,245,247,0
229,15,15,1
17,10,41,0
1,1,1,0
245,245,247,0
208,10,9,1
230,14,17,1
20,11,40,0
1,1,1,0
245,245,247,0
205,9,11,1
233,14,20,1
22,11,41,0
1,1,1,0
245,245,247,0
202,14,15,1
234,15,23,1
30,15,46,0
1,1,1,0
245,245,247,0
195,17,17,1
234,14,26,1
38,22,51,0
1,1,1,0
244,244,246,0
232,14,30,1
38,22,51,0
1,1,1,0
244,244,246,0
168,14,12,1
231,12,34,1
35,19,46,0
1,1,1,0
243,243,245,0
153,9,8,1
231,11,36,1
33,19,45,0
1,1,1,0
243,243,245,0
139,5,4,1
232,12,40,1
30,18,42,0
1,1,1,0
243,243,245,0
128,4,2,1
232,14,39,1
23,13,37,0
1,1,1,0
243,243,245,0
232,14,38,1
20,12,35,0
1,1,1,0
242,243,245,0
109,0,0,1
233,16,35,1
17,12,32,0
1,1,1,0
242,243,245,0
103,0,0,1
233,16,33,1
18,10,33,0
1,1,1,0
243,244,246,0
102,0,0,1
235,19,32,1
18,10,33,0
1,1,1,0
243,244,246,0
106,0,0,1
228,14,22,1
19,9,33,0
1,1,1,0
242,243,245,0
229,16,22,1
18,8,32,0
1,1,1,0
242,243,245,0
119,0,0,1
227,14,18,1
14,9,31,0
1,1,1,0
241,242,244,0
129,1,2,1
228,14,16,1
14,9,31,0
1,1,1,0
241,242,244,0
150,8,7,1
230,10,12,1
17,7,32,0
1,1,1,0
240,241,243,0
162,10,9,1
231,8,11,1
22,6,33,0
1,1,1,0
239,240,242,0
198,24,23,1
18,8,58,0
1,1,1,0
248,248,250,0
76,10,0,1
195,26,23,1
15,7,54,0
1,1,1,0
248,248,250,0
72,10,0,1
194,24,24,1
12,7,48,0
1,1,1,0
248,248,250,0
70,12,0,1
192,22,22,1
8,6,46,0
1,1,1,0
248,248,250,0
69,12,1,1
190,22,21,1
6,5,47,0
1,1,1,0
248,248,250,0
189,21,20,1
4,4,56,0
1,1,1,0
248,248,250,0
69,19,8,1
190,20,20,1
9,8,74,0
1,1,1,0
248,248,250,0
75,27,15,1
195,19,19,1
10,9,89,0
1,1,1,0
248,248,250,0
81,33,21,1
202,18,18,1
12,10,107,0
1,1,1,0
247,247,249,0
83,35,23,1
211,17,18,1
13,10,117,0
1,1,1,0
247,247,249,0
220,14,18,1
12,8,118,0
1,1,1,0
246,247,249,0
96,47,33,1
224,11,17,1
10,6,116,0
1,1,1,0
246,247,249,0
110,57,43,1
226,10,15,1
9,8,110,0
2,0,1,0
246,247,249,0
121,68,52,1
227,11,16,1
11,11,101,0
2,0,1,0
246,247,249,0
133,77,60,1
226,11,18,1
10,10,84,0
2,0,1,0
244,248,249,0
224,14,17,1
9,9,71,0
2,0,1,0
244,248,249,0
143,86,66,1
221,12,15,1
8,7,65,0
1,1,1,0
243,247,248,0
149,86,68,1
218,12,12,1
9,6,59,0
1,1,1,0
243,247,248,0
153,80,63,1
217,13,14,1
10,7,54,0
1,1,1,0
242,248,248,0
156,75,58,1
215,13,13,1
13,7,51,0
1,1,1,0
243,247,248,0
210,12,11,1
14,7,49,0
1,1,1,0
245,246,248,0
149,66,50,1
210,15,13,1
15,6,49,0
1,1,1,0
245,246,248,0
156,68,54,1
211,16,14,1
18,7,50,0
1,1,1,0
245,246,248,0
156,67,51,1
211,13,12,1
18,6,52,0
1,1,1,0
245,246,248,0
159,67,54,1
212,13,10,1
19,7,53,0
1,1,1,0
245,246,248,0
215,13,9,1
20,8,54,0
1,1,1,0
245,246,248,0
157,61,49,1
218,13,10,1
20,8,54,0
2,0,1,0
245,246,248,0
154,57,48,1
222,14,12,1
19,8,51,0
2,0,1,0
245,246,248,0
148,54,44,1
227,15,14,1
19,8,50,0
2,0,1,0
244,245,247,0
142,49,41,1
229,15,17,1
19,8,48,0
2,0,1,0
244,245,247,0
230,15,20,1
17,10,44,0
2,0,1,0
244,245,247,0
114,27,18,1
231,15,20,1
19,9,44,0
2,0,1,0
244,245,247,0
101,14,5,1
234,15,23,1
26,15,49,0
2,0,1,0
245,245,247,0
89,9,0,1
235,15,25,1
33,17,53,0
2,0,1,0
244,244,246,0
77,7,0,1
236,15,30,1
40,20,55,0
1,1,1,0
244,244,246,0
237,15,36,1
52,31,64,0
1,1,1,0
243,243,245,0
73,11,0,1
237,14,41,1
54,33,64,0
1,1,1,0
243,243,245,0
71,11,1,1
237,14,45,1
41,21,49,0
1,1,1,0
243,243,245,0
68,10,0,1
237,13,49,1
37,19,45,0
1,1,1,0
242,242,244,0
66,8,0,1
236,14,51,1
33,15,39,0
1,1,1,0
242,242,244,0
235,15,50,1
27,12,35,0
1,1,1,0
241,242,244,0
69,6,0,1
235,16,46,1
24,9,30,0
1,1,1,0
241,242,244,0
71,4,0,1
235,18,45,1
24,6,30,0
1,1,1,0
242,243,245,0
73,2,0,1
236,20,41,1
22,2,27,0
1,1,1,0
242,243,245,0
79,0,0,1
229,13,28,1
26,3,29,0
1,1,1,0
240,241,243,0
228,12,23,1
29,6,32,0
1,1,1,0
240,241,243,0
89,0,0,1
227,12,19,1
26,4,27,0
1,1,1,0
240,241,243,0
97,3,3,1
227,11,16,1
28,4,28,0
1,1,1,0
240,241,243,0
106,8,9,1
229,8,15,1
33,4,32,0
1,1,1,0
239,240,242,0
111,13,14,1
228,7,12,1
37,4,35,0
1,1,1,0
239,240,242,0
182,24,23,1
20,9,51,0
1,1,1,0
248,248,250,0
120,20,22,1
179,25,23,1
16,8,47,0
1,1,1,0
248,248,250,0
127,23,24,1
178,24,22,1
13,7,41,0
1,1,1,0
248,248,250,0
132,22,25,1
175,21,19,1
11,7,40,0
1,1,1,0
248,248,250,0
135,16,20,1
173,19,17,1
8,7,41,0
1,1,1,0
248,248,250,0
172,17,15,1
6,5,47,0
1,1,1,0
248,248,250,0
152,16,20,1
177,15,13,1
8,7,64,0
1,1,1,0
248,248,250,0
162,16,19,1
182,14,13,1
9,8,78,0
1,1,1,0
248,248,250,0
174,16,17,1
197,17,18,1
12,9,98,0
1,1,1,0
247,247,249,0
184,16,16,1
207,17,17,1
14,9,112,0
1,1,1,0
247,247,249,0
219,15,18,1
13,6,118,0
1,1,1,0
246,247,249,0
205,13,12,1
224,11,15,1
10,5,121,0
1,1,1,0
246,247,249,0
214,11,7,1
225,9,14,1
10,5,121,0
2,0,1,0
246,247,249,0
222,8,6,1
228,9,15,1
11,8,115,0
2,0,1,0
246,247,249,0
229,7,4,1
226,11,16,1
12,8,102,0
2,0,1,0
244,248,249,0
225,12,16,1
10,8,91,0
2,0,1,0
244,248,249,0
230,4,6,1
225,12,14,1
9,6,83,0
1,1,1,0
243,247,248,0
230,4,6,1
221,11,12,1
9,6,77,0
1,1,1,0
243,247,248,0
231,2,5,1
221,12,15,1
11,6,73,0
1,1,1,0
242,248,248,0
232,3,8,1
221,12,15,1
14,5,68,0
1,1,1,0
242,248,248,0
218,12,14,1
16,6,66,0
1,1,1,0
245,246,248,0
233,4,9,1
218,12,14,1
18,7,65,0
1,1,1,0
245,246,248,0
230,3,10,1
219,13,15,1
21,7,66,0
1,1,1,0
245,246,248,0
228,3,9,1
217,11,13,1
22,7,64,0
1,1,1,0
245,246,248,0
228,5,10,1
221,13,13,1
25,7,65,0
1,1,1,0
245,246,248,0
222,12,13,1
25,8,62,0
1,1,1,0
245,246,248,0
224,8,11,1
224,11,13,1
25,8,60,0
2,0,1,0
245,246,248,0
224,10,10,1
225,12,14,1
25,9,58,0
2,0,1,0
245,246,248,0
223,11,10,1
228,14,16,1
25,9,54,0
2,0,1,0
244,245,247,0
221,11,10,1
229,14,19,1
25,10,53,0
2,0,1,0
244,245,247,0
230,15,22,1
23,11,51,0
2,0,1,0
244,245,247,0
220,10,9,1
231,16,24,1
22,10,48,0
2,0,1,0
244,245,247,0
218,8,9,1
232,17,25,1
30,14,53,0
2,0,1,0
245,245,247,0
215,11,12,1
234,17,28,1
38,17,56,0
2,0,1,0
244,244,246,0
209,15,13,1
236,18,34,1
49,25,61,0
1,1,1,0
244,244,246,0
237,18,40,1
64,37,72,0
1,1,1,0
244,244,246,0
188,14,13,1
240,17,46,1
68,38,72,0
1,1,1,0
243,243,245,0
175,10,8,1
239,18,53,1
57,26,57,0
1,1,1,0
243,243,245,0
164,6,5,1
240,18,59,1
46,16,44,0
1,1,1,0
242,242,244,0
154,4,5,1
239,18,62,1
42,12,38,0
1,1,1,0
242,242,244,0
238,18,62,1
40,7,34,0
1,1,1,0
241,242,244,0
135,1,2,1
236,20,61,1
39,7,31,0
1,1,1,0
241,242,244,0
124,0,0,1
237,21,58,1
40,6,33,0
1,1,1,0
242,243,245,0
117,0,0,1
238,23,54,1
42,3,32,0
1,1,1,0
242,243,245,0
112,0,0,1
229,13,36,1
44,3,33,0
1,1,1,0
240,241,243,0
229,12,29,1
48,5,35,0
1,1,1,0
240,241,243,0
111,0,0,1
229,13,26,1
49,4,33,0
1,1,1,0
240,241,243,0
115,0,0,1
229,12,21,1
52,3,35,0
1,1,1,0
240,241,243,0
128,3,1,1
229,12,21,1
57,3,37,0
1,1,1,0
239,240,242,0
138,4,3,1
228,11,19,1
61,3,41,0
1,1,1,0
239,240,242,0
155,20,17,1
20,10,47,0
1,1,1,0
248,248,250,0
66,6,0,1
152,20,16,1
17,10,44,0
1,1,1,0
248,248,250,0
66,8,0,1
152,18,15,1
15,8,41,0
1,1,1,0
248,248,250,0
66,9,0,1
151,16,13,1
12,7,39,0
1,1,1,0
248,248,250,0
64,10,0,1
152,13,10,1
10,7,38,0
1,1,1,0
249,247,250,0
154,11,7,1
7,5,42,0
1,1,1,0
249,247,250,0
65,15,6,1
158,9,5,1
7,5,52,0
1,1,1,0
248,248,250,0
70,21,14,1
165,6,3,1
8,7,65,0
1,1,1,0
248,248,250,0
76,27,20,1
187,15,13,1
11,7,84,0
1,1,1,0
247,247,249,0
78,29,22,1
200,16,14,1
12,7,101,0
1,1,1,0
247,247,249,0
214,16,17,1
13,5,114,0
1,1,1,0
246,247,249,0
86,36,27,1
221,12,15,1
13,5,124,0
1,1,1,0
246,247,249,0
92,42,31,1
225,10,15,1
13,4,129,0
2,0,1,0
244,248,249,0
101,53,39,1
227,11,14,1
14,6,128,0
2,0,1,0
244,248,249,0
114,67,51,1
226,12,14,1
12,8,121,0
2,0,1,0
244,248,249,0
226,12,14,1
10,9,113,0
2,0,1,0
243,247,248,0
129,84,63,1
227,13,15,1
9,7,108,0
1,1,1,0
242,248,248,0
138,87,66,1
226,12,14,1
10,6,101,0
1,1,1,0
242,248,248,0
144,83,64,1
225,12,16,1
11,6,98,0
1,1,1,0
242,248,248,0
145,78,61,1
225,12,16,1
15,7,93,0
1,1,1,0
242,248,248,0
223,10,14,1
19,7,89,0
1,1,1,0
245,246,248,0
141,68,51,1
223,10,14,1
21,8,87,0
1,1,1,0
245,246,248,0
149,72,56,1
224,11,15,1
25,9,84,0
1,1,1,0
245,246,248,0
150,68,54,1
224,9,14,1
26,9,80,0
1,1,1,0
245,246,248,0
151,68,54,1
225,10,15,1
29,8,77,0
1,1,1,0
245,246,248,0
226,10,15,1
30,8,72,0
1,1,1,0
245,246,248,0
147,59,49,1
227,11,16,1
29,8,67,0
1,1,1,0
245,246,248,0
143,55,45,1
227,11,16,1
30,7,63,0
1,1,1,0
245,246,248,0
136,49,40,1
227,12,19,1
29,6,58,0
2,0,1,0
244,245,247,0
132,45,36,1
229,14,22,1
29,7,56,0
2,0,1,0
244,245,247,0
230,14,25,1
25,8,52,0
2,0,1,0
244,245,247,0
116,31,24,1
231,17,27,1
27,10,52,0
2,0,1,0
244,245,247,0
107,22,15,1
230,20,29,1
35,14,55,0
2,0,1,0
244,245,247,0
100,17,11,1
231,21,32,1
43,16,57,0
2,0,1,0
243,244,246,0
87,7,0,1
233,21,36,1
56,21,61,0
2,0,1,0
243,244,246,0
235,22,44,1
69,31,68,0
2,0,1,0
243,244,246,0
78,3,0,1
239,22,53,1
77,33,69,0
1,1,1,0
243,243,245,0
74,4,0,1
239,23,62,1
69,23,59,0
1,1,1,0
243,243,245,0
73,6,0,1
240,23,68,1
59,10,42,0
1,1,1,0
242,242,244,0
73,6,0,1
239,23,74,1
56,5,36,0
1,1,1,0
242,242,244,0
237,25,76,1
56,2,34,0
1,1,1,0
241,242,244,0
69,0,0,1
237,25,75,1
59,4,35,0
1,1,1,0
241,242,244,0
76,2,1,1
239,28,73,1
65,5,39,0
1,1,1,0
242,243,245,0
77,1,1,1
240,28,68,1
69,5,40,0
1,1,1,0
242,243,245,0
80,0,1,1
230,17,49,1
71,5,41,0
1,1,1,0
240,241,243,0
230,16,40,1
75,5,42,0
1,1,1,0
240,241,243,0
84,0,0,1
233,16,35,1
80,3,45,0
1,1,1,0
240,241,243,0
86,0,1,1
231,16,31,1
85,2,46,0
1,1,1,0
240,241,243,0
89,3,4,1
229,17,31,1
90,3,48,0
1,1,1,0
239,240,242,0
91,5,6,1
227,17,28,1
96,4,51,0
1,1,1,0
239,240,242,0
129,11,9,1
21,9,45,0
1,1,1,0
248,248,250,0
101,16,19,1
126,11,6,1
20,10,44,0
1,1,1,0
248,248,250,0
112,23,25,1
127,8,4,1
18,9,40,0
1,1,1,0
248,248,250,0
116,24,27,1
129,5,3,1
14,7,38,0
1,1,1,0
248,248,250,0
116,17,20,1
133,3,1,1
11,6,36,0
1,1,1,0
249,247,250,0
138,3,0,1
9,6,37,0
1,1,1,0
249,247,250,0
124,11,13,1
142,0,0,1
6,4,41,0
1,1,1,0
248,248,250,0
135,12,14,1
149,0,0,1
8,6,55,0
1,1,1,0
248,248,250,0
148,14,15,1
178,13,11,1
11,6,70,0
1,1,1,0
247,247,249,0
159,13,13,1
193,15,13,1
13,6,86,0
1,1,1,0
247,247,249,0
209,17,16,1
13,5,104,0
1,1,1,0
246,247,249,0
186,14,12,1
218,14,15,1
16,6,118,0
1,1,1,0
246,247,249,0
197,12,9,1
222,12,15,1
17,5,129,0
2,0,1,0
244,248,249,0
208,10,7,1
227,13,15,1
16,5,133,0
2,0,1,0
244,248,249,0
214,9,6,1
227,13,15,1
13,7,129,0
2,0,1,0
244,248,249,0
226,12,14,1
12,8,128,0
2,0,1,0
243,247,248,0
222,7,12,1
228,14,16,1
12,7,123,0
1,1,1,0
242,248,248,0
223,7,12,1
226,12,14,1
13,6,118,0
1,1,1,0
242,248,248,0
226,7,13,1
227,13,15,1
15,8,114,0
1,1,1,0
242,248,248,0
229,5,13,1
226,11,16,1
19,8,110,0
1,1,1,0
242,248,248,0
223,8,13,1
24,10,107,0
1,1,1,0
245,246,248,0
231,4,13,1
223,8,13,1
27,10,102,0
1,1,1,0
245,246,248,0
231,4,13,1
226,10,15,1
30,10,97,0
1,1,1,0
245,246,248,0
230,3,10,1
226,10,15,1
33,10,90,0
1,1,1,0
245,246,248,0
227,2,8,1
226,7,13,1
36,10,84,0
1,1,1,0
245,246,248,0
228,9,15,1
38,8,78,0
1,1,1,0
245,246,248,0
226,6,8,1
229,10,16,1
38,8,72,0
1,1,1,0
245,246,248,0
227,7,9,1
228,12,17,1
38,7,66,0
1,1,1,0
245,246,248,0
226,8,7,1
227,12,20,1
40,7,62,0
2,0,1,0
244,245,247,0
226,8,7,1
227,13,21,1
40,8,58,0
2,0,1,0
244,245,247,0
227,15,27,1
34,5,53,0
2,0,1,0
244,245,247,0
225,7,6,1
226,19,29,1
42,11,55,0
2,0,1,0
244,245,247,0
226,8,9,1
229,23,35,1
52,14,61,0
2,0,1,0
244,245,247,0
223,9,9,1
228,24,36,1
56,13,58,0
2,0,1,0
244,245,247,0
217,12,9,1
228,22,42,1
61,10,53,0
2,0,1,0
243,244,246,0
231,23,49,1
71,13,54,0
2,0,1,0
243,244,246,0
204,12,11,1
233,25,59,1
77,15,56,0
1,1,1,0
243,243,245,0
194,9,7,1
236,27,69,1
78,10,49,0
1,1,1,0
243,243,245,0
187,4,6,1
236,28,78,1
73,1,39,0
1,1,1,0
242,242,244,0
179,3,5,1
235,28,84,1
74,0,36,0
1,1,1,0
242,242,244,0
234,30,89,1
77,0,36,0
1,1,1,0
241,242,244,0
160,2,3,1
233,29,88,1
81,0,39,0
1,1,1,0
241,242,244,0
149,0,2,1
235,32,87,1
89,1,43,0
1,1,1,0
242,243,245,0
139,1,1,1
237,33,82,1
93,2,45,0
1,1,1,0
242,243,245,0
129,1,0,1
227,20,62,1
97,1,47,0
1,1,1,0
240,241,243,0
228,20,54,1
102,0,48,0
1,1,1,0
240,241,243,0
117,0,0,1
231,21,50,1
107,0,51,0
1,1,1,0
240,241,243,0
117,0,0,1
229,19,44,1
113,0,53,0
1,1,1,0
240,241,243,0
120,1,0,1
227,21,42,1
119,0,56,0
1,1,1,0
239,240,242,0
126,1,0,1
225,22,41,1
126,3,60,0
1,1,1,0
239,240,242,0
105,3,1,1
21,10,44,0
1,1,1,0
248,248,250,0
71,10,5,1
106,2,0,1
20,11,42,0
1,1,1,0
248,248,250,0
66,7,1,1
110,1,0,1
19,10,41,0
1,1,1,0
248,248,250,0
64,7,0,1
116,0,0,1
15,9,37,0
1,1,1,0
248,248,250,0
61,6,0,1
122,0,0,1
13,7,35,0
1,1,1,0
249,247,250,0
132,0,0,1
10,5,35,0
1,1,1,0
249,247,250,0
63,10,6,1
142,2,1,1
9,4,36,0
1,1,1,0
248,248,250,0
66,15,11,1
152,2,1,1
10,5,45,0
1,1,1,0
248,248,250,0
71,20,16,1
177,18,15,1
12,5,56,0
1,1,1,0
247,247,249,0
74,23,19,1
190,16,15,1
12,6,68,0
1,1,1,0
247,247,249,0
204,16,15,1
16,7,88,0
1,1,1,0
246,247,249,0
79,28,24,1
215,17,16,1
19,7,105,0
1,1,1,0
246,247,249,0
82,32,25,1
224,15,18,1
21,7,118,0
2,0,1,0
244,248,249,0
88,41,31,1
228,15,19,1
20,6,127,0
2,0,1,0
244,248,249,0
99,55,42,1
229,15,17,1
15,7,129,0
2,0,1,0
243,247,248,0
229,15,17,1
16,8,130,0
2,0,1,0
243,247,248,0
112,74,55,1
226,14,13,1
17,7,129,0
1,1,1,0
242,248,248,0
120,79,59,1
226,14,13,1
19,8,128,0
1,1,1,0
242,248,248,0
123,76,56,1
226,14,13,1
22,9,125,0
1,1,1,0
242,248,248,0
124,73,54,1
226,13,15,1
26,9,121,0
1,1,1,0
242,248,248,0
227,13,15,1
29,10,117,0
1,1,1,0
245,246,248,0
132,70,55,1
226,12,14,1
